CourseName,Syllabus,Version,Duration,Weeks,Department,Level,Credits,CreatedDate,UpdatedDate,Instructor,InstructorEmail,Category,Language,Mode,Price,Discount,SeatsAvailable,EnrolledCount,Rating,ReviewCount,Country,State,City,Course ID
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,20 weeks,20,EEE,Beginner,5,29-07-2022,13-12-2024,Kevin Anderson,rcaldwell@ramos.com,Programming,Tamil,Offline,562.6,30.72,20,26,2.3,383,India,Andhra Pradesh,Visakhapatnam,CD08-CS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",5,15 weeks,15,ECE,Beginner,6,22-05-2023,06-03-2025,Charles Black,ogarcia@yahoo.com,Programming,English,Offline,830.71,5.37,20,15,1.2,294,India,Kerala,Thrissur,CD09-AT
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,16 weeks,16,ME,Beginner,7,02-11-2022,16-07-2025,James Jones,carrieramirez@hotmail.com,Programming,English,Hybrid,198.29,39.76,23,64,4.4,496,India,Tamil Nadu,Salem,CD03-ML
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,14 weeks,14,CS,Intermediate,2,19-04-2023,13-03-2025,Matthew Gibson,yclark@white.biz,Engineering,Tamil,Offline,705.39,33.55,31,15,3.2,173,India,Tamil Nadu,Salem,CD05-FS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",4,23 weeks,23,CE,Beginner,2,28-12-2022,22-03-2025,Dr. Timothy Brooks MD,bperez@ball-swanson.biz,Programming,English,Hybrid,778.56,17.19,63,4,1.1,223,India,Andhra Pradesh,Visakhapatnam,CD06-CC
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",1,18 weeks,18,CE,Intermediate,10,19-10-2022,30-07-2024,James Brennan,elizabethmarshall@yahoo.com,Computer Science,English,Offline,891.41,24.48,40,97,3.5,18,India,Kerala,Thiruvananthapuram,CD07-DO
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",3,24 weeks,24,ME,Intermediate,3,28-04-2023,01-10-2024,Timothy Norman,hannahsimmons@wiggins.com,Technology,English,Hybrid,209.45,47.22,62,69,2.7,154,India,Andhra Pradesh,Guntur,CD02-AI
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",1,18 weeks,18,IT,Advanced,6,12-05-2024,12-11-2024,Nicole Velez,rbradley@barnett-keller.com,Programming,Tamil,Offline,181.78,13.19,94,12,2.3,124,India,Karnataka,Mysore,CD02-AI
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",2,22 weeks,22,IT,Beginner,3,06-02-2023,08-10-2024,Jeffery Sosa,jacquelinewillis@yahoo.com,Technology,Tamil,Online,937.89,25.4,64,7,2.6,40,India,Tamil Nadu,Trichy,CD02-AI
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",1,19 weeks,19,CE,Advanced,3,03-06-2024,29-07-2024,Sergio Gutierrez,richard94@neal.com,Computer Science,English,Online,977.42,3.53,87,73,2.2,315,India,Andhra Pradesh,Visakhapatnam,CD04-DA
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",2,17 weeks,17,ME,Beginner,6,10-11-2022,25-04-2025,Angela Hurley,lindseybass@smith.com,Engineering,Tamil,Online,584.83,7.33,47,92,2,56,India,Kerala,Alappuzha,CD01-DS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",4,13 weeks,13,ECE,Advanced,2,04-12-2022,27-03-2025,Shannon Alvarez,robert96@johnson.com,Engineering,English,Online,345.46,10.36,26,38,3.7,35,India,Karnataka,Mysore,CD04-DA
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,12 weeks,12,ME,Advanced,9,21-01-2024,06-01-2025,Brenda Collier,marco44@hotmail.com,Technology,English,Hybrid,119.36,38.51,82,80,2.8,143,India,Tamil Nadu,Coimbatore,CD09-AT
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",3,16 weeks,16,CS,Advanced,3,11-06-2023,19-12-2024,Jimmy Diaz,gcollins@jones.com,Computer Science,Tamil,Offline,300.03,1.2,89,1,4.6,432,India,Andhra Pradesh,Guntur,CD02-AI
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,15 weeks,15,ME,Beginner,2,25-05-2023,13-06-2025,Michael Jones,preyes@mccormick-foster.org,Engineering,English,Hybrid,438.63,32.19,97,71,4.8,468,India,Andhra Pradesh,Kurnool,CD05-FS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,21 weeks,21,CS,Intermediate,6,08-04-2024,24-07-2025,Melvin Lopez,smithcody@yahoo.com,Technology,Tamil,Online,784.59,12.14,68,86,1,293,India,Tamil Nadu,Coimbatore,CD05-FS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",4,15 weeks,15,IT,Beginner,10,19-09-2022,25-01-2025,Robert Santana,jacobturner@cooke.org,Engineering,English,Online,286.5,34.18,89,95,4.9,28,India,Andhra Pradesh,Visakhapatnam,CD01-DS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",1,20 weeks,20,ME,Beginner,7,29-11-2022,28-03-2025,Katie King,susan79@smith.com,Engineering,Tamil,Hybrid,377.93,43.2,29,12,2,310,India,Kerala,Thiruvananthapuram,CD06-CC
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",5,19 weeks,19,EEE,Intermediate,9,14-07-2024,12-10-2024,Derek Jackson,shawnramos@yahoo.com,Technology,English,Offline,834.93,0.02,46,8,1.1,8,India,Andhra Pradesh,Kurnool,CD07-DO
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",4,13 weeks,13,IT,Intermediate,2,16-02-2023,28-12-2024,Natasha Williams,rwhite@hotmail.com,Engineering,English,Online,574.3,12.08,35,48,2.4,58,India,Andhra Pradesh,Visakhapatnam,CD03-ML
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,12 weeks,12,EEE,Intermediate,3,09-11-2022,12-08-2024,John Mcdonald,ymcclure@yahoo.com,Technology,English,Online,850.49,43.54,86,47,3.9,50,India,Karnataka,Hubli,CD08-CS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",5,23 weeks,23,CE,Advanced,9,24-12-2022,19-09-2024,Mary Rodriguez,nicolegriffith@hall.biz,Computer Science,Tamil,Offline,500.57,15.37,81,7,2.2,316,India,Karnataka,Mysore,CD09-AT
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",4,12 weeks,12,ME,Intermediate,4,26-12-2023,10-03-2025,Jennifer Holmes,lisa17@yahoo.com,Engineering,Tamil,Online,810.63,25.16,72,87,3.9,466,India,Andhra Pradesh,Nellore,CD02-AI
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",2,15 weeks,15,CS,Intermediate,9,28-03-2023,24-09-2024,Deborah Marshall,hubbardjames@gmail.com,Technology,Tamil,Offline,361.2,44.74,91,5,2.2,279,India,Karnataka,Hubli,CD01-DS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,24 weeks,24,CE,Beginner,1,04-01-2024,04-12-2024,Dr. Kimberly Day,lesliebecker@castaneda.info,Technology,English,Offline,958.44,47.55,58,95,4.1,244,India,Tamil Nadu,Salem,CD05-FS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,16 weeks,16,ME,Beginner,7,11-04-2023,29-11-2024,Joanne Dominguez,davidsteven@anderson-yang.org,Engineering,English,Offline,736.26,39.8,73,74,2.5,113,India,Andhra Pradesh,Visakhapatnam,CD08-CS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,20 weeks,20,ME,Advanced,5,03-07-2024,11-02-2025,William Hoover,dennis60@yahoo.com,Engineering,Tamil,Offline,418.98,2.24,97,77,2.4,259,India,Kerala,Kochi,CD07-DO
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,16 weeks,16,CS,Beginner,2,18-09-2022,21-10-2024,Michael Hall,carly71@gmail.com,Technology,Tamil,Offline,519,9.92,22,86,4.5,159,India,Karnataka,Mangalore,CD03-ML
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",4,21 weeks,21,CS,Intermediate,3,02-07-2024,29-03-2025,Christine Williams,francisdwayne@hotmail.com,Computer Science,English,Online,891.8,7.4,89,81,2.7,184,India,Andhra Pradesh,Kurnool,CD04-DA
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,14 weeks,14,IT,Intermediate,9,08-03-2024,19-08-2024,Heather Taylor,zsmith@escobar.com,Computer Science,English,Offline,723.11,2.33,95,10,1.2,416,India,Karnataka,Bangalore,CD08-CS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",2,16 weeks,16,EEE,Intermediate,5,19-05-2024,28-03-2025,Dean Shelton,tinawalsh@hotmail.com,Engineering,Tamil,Offline,102.73,0.44,98,50,1.9,90,India,Andhra Pradesh,Guntur,CD02-AI
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",4,13 weeks,13,IT,Advanced,9,04-12-2023,23-08-2024,Sandra Weaver,mark48@frazier.com,Engineering,Tamil,Hybrid,506.61,13.77,88,91,3.9,156,India,Tamil Nadu,Salem,CD08-CS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",1,14 weeks,14,CS,Intermediate,3,06-10-2023,25-10-2024,Jason Schroeder,ianderson@poole-stephenson.com,Programming,Tamil,Online,630.79,38.83,90,89,1.4,285,India,Kerala,Alappuzha,CD04-DA
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,24 weeks,24,IT,Beginner,1,02-05-2024,01-12-2024,Alyssa Graham,ewilliams@holmes.com,Computer Science,English,Offline,267.29,41.45,85,46,2.6,121,India,Kerala,Thiruvananthapuram,CD05-FS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,16 weeks,16,ME,Advanced,3,04-07-2024,21-01-2025,Rebecca Morton,paula09@yahoo.com,Engineering,English,Offline,359.93,42.86,86,3,3.8,149,India,Kerala,Alappuzha,CD09-AT
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,16 weeks,16,ECE,Intermediate,5,30-10-2023,12-03-2025,Jennifer Richards,holttravis@rodriguez.com,Engineering,English,Online,462.88,19.8,90,2,1.3,328,India,Andhra Pradesh,Visakhapatnam,CD05-FS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",1,19 weeks,19,ECE,Beginner,9,12-11-2023,25-07-2025,Carl Stevenson,heather43@gmail.com,Technology,Tamil,Online,462.57,24.84,89,47,3.6,430,India,Kerala,Kochi,CD01-DS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,21 weeks,21,EEE,Intermediate,5,30-12-2023,19-03-2025,Joseph Brooks,tanyarichard@vasquez.info,Technology,English,Offline,364.19,24.45,98,93,4.3,381,India,Kerala,Alappuzha,CD06-CC
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",3,13 weeks,13,IT,Beginner,6,21-12-2022,31-01-2025,John Roberts,michelle80@gmail.com,Technology,English,Hybrid,543.54,4.04,44,98,1.1,121,India,Kerala,Kochi,CD05-FS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",5,13 weeks,13,ECE,Beginner,6,18-11-2022,04-05-2025,Michele Williams,ucalderon@young.info,Computer Science,Tamil,Hybrid,428.65,30.22,100,11,2.1,402,India,Kerala,Alappuzha,CD01-DS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",2,20 weeks,20,ECE,Advanced,3,30-01-2023,14-12-2024,Michelle Gonzalez,athomas@gmail.com,Technology,English,Online,693.22,5.55,39,68,2.7,203,India,Andhra Pradesh,Vijayawada,CD06-CC
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",1,15 weeks,15,EEE,Beginner,2,05-08-2023,25-02-2025,Anthony Barnett,larsonlauren@yahoo.com,Computer Science,Tamil,Online,394.54,19.42,40,28,2.3,89,India,Karnataka,Belgaum,CD04-DA
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",4,16 weeks,16,ECE,Beginner,9,01-03-2023,04-07-2025,Tristan Sullivan,fosterryan@smith.info,Technology,Tamil,Hybrid,458.27,32.83,69,18,2.7,475,India,Kerala,Alappuzha,CD08-CS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",4,12 weeks,12,EEE,Beginner,10,20-09-2023,23-10-2024,Natalie Vazquez,alexander39@ramos.info,Programming,English,Offline,484.09,32.85,91,63,4.3,143,India,Andhra Pradesh,Visakhapatnam,CD03-ML
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",5,21 weeks,21,IT,Intermediate,8,06-02-2024,13-08-2024,Shane Mooney,john66@moreno-lyons.net,Programming,Tamil,Offline,301.67,49.21,45,48,4.1,401,India,Kerala,Thrissur,CD04-DA
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,21 weeks,21,EEE,Beginner,1,22-01-2024,07-06-2025,James Stewart,matthewchan@hotmail.com,Programming,Tamil,Offline,674.84,24.86,58,60,1.3,442,India,Tamil Nadu,Madurai,CD05-FS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",1,17 weeks,17,ECE,Advanced,8,13-05-2024,12-09-2024,Laura Smith,cabreramichael@ritter.com,Programming,Tamil,Offline,490.45,29.4,60,67,4.6,251,India,Kerala,Alappuzha,CD02-AI
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,17 weeks,17,ECE,Beginner,9,11-07-2024,18-10-2024,John Arnold,zrowe@hotmail.com,Technology,Tamil,Hybrid,629.6,21.06,42,13,4.4,280,India,Kerala,Thiruvananthapuram,CD07-DO
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,12 weeks,12,CE,Beginner,7,10-02-2023,13-05-2025,Robert Harper,julieelliott@hotmail.com,Engineering,English,Offline,184.05,47.28,88,23,4.1,227,India,Karnataka,Hubli,CD06-CC
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",1,21 weeks,21,EEE,Beginner,1,02-11-2023,19-11-2024,Karen Solomon MD,gmartinez@olson-randall.com,Computer Science,Tamil,Online,585.45,43.88,83,38,3.4,69,India,Andhra Pradesh,Guntur,CD07-DO
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,22 weeks,22,ME,Advanced,7,17-09-2023,19-04-2025,Lindsey Campos,luisbarber@miller.info,Programming,Tamil,Offline,309.2,36.18,96,23,1.1,31,India,Karnataka,Belgaum,CD08-CS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,14 weeks,14,ME,Advanced,9,31-05-2023,23-02-2025,Sheena Smith,allentonya@gmail.com,Programming,Tamil,Offline,571.08,25.69,69,24,1.9,440,India,Andhra Pradesh,Kurnool,CD03-ML
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",4,13 weeks,13,ECE,Intermediate,7,20-11-2022,16-09-2024,Jonathan Aguilar,patrickhaney@gmail.com,Technology,English,Online,105.08,46.54,37,71,2.1,124,India,Tamil Nadu,Chennai,CD08-CS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,13 weeks,13,EEE,Intermediate,4,13-12-2022,20-12-2024,Christine Boyd,meredithallen@yahoo.com,Technology,English,Online,566.97,14.07,40,14,2.5,33,India,Kerala,Alappuzha,CD08-CS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",1,20 weeks,20,CS,Advanced,9,25-10-2023,10-12-2024,Elizabeth Weber,jameshart@gmail.com,Programming,Tamil,Hybrid,437.83,35.73,33,79,2.4,291,India,Kerala,Alappuzha,CD07-DO
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",5,22 weeks,22,CS,Advanced,10,25-11-2023,21-09-2024,Alexandra Mendoza,vjackson@gmail.com,Technology,Tamil,Online,467.59,33.03,41,78,1.9,116,India,Kerala,Thiruvananthapuram,CD09-AT
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",3,23 weeks,23,EEE,Beginner,8,21-05-2023,06-03-2025,Omar Norman,scottthomas@hotmail.com,Engineering,Tamil,Hybrid,795.57,5.56,84,57,3.1,158,India,Tamil Nadu,Trichy,CD02-AI
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",2,15 weeks,15,ECE,Advanced,7,27-09-2023,29-09-2024,Susan Walters,ashley11@vazquez-orr.com,Programming,English,Hybrid,132.06,36.43,49,87,2.2,116,India,Tamil Nadu,Trichy,CD05-FS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,13 weeks,13,CS,Advanced,3,17-02-2023,30-10-2024,Laura Gregory,michaelrobertson@bowers-garrett.info,Technology,Tamil,Hybrid,889.93,0.97,86,90,4.4,164,India,Andhra Pradesh,Vijayawada,CD05-FS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,15 weeks,15,IT,Intermediate,6,07-07-2023,26-03-2025,Cynthia Ware,jkerr@smith.com,Technology,English,Hybrid,864.68,44.32,43,47,1.6,374,India,Andhra Pradesh,Nellore,CD05-FS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",2,13 weeks,13,ME,Intermediate,6,20-04-2024,20-04-2025,Joseph Moss,kimberly10@hotmail.com,Technology,Tamil,Online,947.99,1.12,24,20,1.1,112,India,Kerala,Kochi,CD06-CC
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",1,23 weeks,23,ME,Beginner,4,24-09-2022,09-02-2025,Amanda Case,williampierce@garcia.com,Engineering,English,Online,769.17,20.96,81,39,1.1,88,India,Karnataka,Hubli,CD03-ML
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,15 weeks,15,IT,Intermediate,6,14-12-2022,08-05-2025,Cathy Patel,steven37@yahoo.com,Computer Science,English,Online,655.74,3.12,62,37,4.2,470,India,Andhra Pradesh,Visakhapatnam,CD07-DO
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,15 weeks,15,IT,Beginner,4,14-03-2024,24-01-2025,Daniel Kerr,laura63@thompson.com,Programming,Tamil,Hybrid,498.07,0.06,26,43,3.5,105,India,Karnataka,Mangalore,CD06-CC
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",3,21 weeks,21,CE,Advanced,9,10-02-2023,07-03-2025,Melissa Abbott,cynthiadaniels@hotmail.com,Engineering,English,Hybrid,460.26,0.33,73,98,1.5,57,India,Andhra Pradesh,Kurnool,CD05-FS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,13 weeks,13,EEE,Intermediate,10,02-05-2024,18-11-2024,Robert Hodges,cheryl84@hotmail.com,Programming,Tamil,Online,638.85,35.98,95,59,3.3,395,India,Kerala,Thrissur,CD08-CS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",3,20 weeks,20,EEE,Intermediate,7,29-07-2023,14-08-2024,Ashley Baker,brent61@gross-butler.biz,Technology,Tamil,Offline,342.23,12.35,78,24,3,57,India,Karnataka,Bangalore,CD01-DS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",1,15 weeks,15,ECE,Beginner,7,03-04-2023,12-04-2025,Jessica Watts,debrakennedy@yahoo.com,Programming,English,Offline,613.97,24.54,71,67,2.2,314,India,Karnataka,Belgaum,CD07-DO
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",2,15 weeks,15,CS,Beginner,6,25-08-2022,10-05-2025,John Clark,mitchellkristin@hotmail.com,Technology,English,Offline,472.24,10.33,65,11,1.1,384,India,Kerala,Thiruvananthapuram,CD06-CC
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,15 weeks,15,EEE,Beginner,9,30-08-2023,14-03-2025,Matthew Morgan,joneschristopher@yahoo.com,Technology,English,Online,931.83,27.52,91,84,2.5,107,India,Kerala,Kozhikode,CD05-FS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,17 weeks,17,IT,Intermediate,4,19-02-2024,04-06-2025,Victoria Levine,calebmorris@bowman-lyons.com,Engineering,Tamil,Online,270.11,22.45,97,85,2.6,118,India,Tamil Nadu,Madurai,CD08-CS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,12 weeks,12,ME,Advanced,1,24-10-2023,28-05-2025,Cody Price,cmclaughlin@king.com,Engineering,Tamil,Offline,229.85,43.58,26,33,1.3,131,India,Kerala,Thiruvananthapuram,CD07-DO
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,19 weeks,19,CS,Advanced,10,10-11-2022,16-03-2025,Brenda Thomas,robertmaddox@yahoo.com,Programming,Tamil,Online,160.58,21,73,62,2.1,147,India,Andhra Pradesh,Nellore,CD07-DO
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",3,20 weeks,20,CE,Beginner,10,28-08-2022,06-01-2025,Angie Johnson,nguyentheresa@gmail.com,Programming,Tamil,Hybrid,905.76,22.87,82,73,2.1,173,India,Tamil Nadu,Trichy,CD04-DA
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,13 weeks,13,ME,Beginner,8,23-12-2023,08-08-2024,Kelly Wagner,anthonyperry@johnson-ray.net,Engineering,English,Hybrid,954.18,23.39,26,70,4.8,384,India,Tamil Nadu,Madurai,CD07-DO
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",1,16 weeks,16,EEE,Beginner,4,31-07-2023,28-10-2024,Jennifer Cline,charlesparrish@brown.org,Programming,English,Offline,446.96,0,81,67,3.3,400,India,Tamil Nadu,Salem,CD09-AT
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",1,13 weeks,13,IT,Beginner,6,02-12-2022,14-12-2024,Monica Mendoza,cbriggs@hotmail.com,Programming,English,Online,933.49,29.8,62,66,3.4,64,India,Karnataka,Mysore,CD09-AT
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,22 weeks,22,ME,Intermediate,4,07-05-2023,09-07-2025,Daniel Fox,weaverjohn@gmail.com,Technology,Tamil,Offline,772.57,19.53,64,68,1.5,357,India,Karnataka,Bangalore,CD06-CC
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,22 weeks,22,EEE,Intermediate,10,18-07-2024,09-05-2025,Jennifer Johnson,gonzalezjeffrey@ramirez-harmon.com,Programming,English,Offline,400.17,22.17,72,25,4.8,164,India,Kerala,Alappuzha,CD08-CS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",4,21 weeks,21,EEE,Intermediate,2,29-10-2022,09-09-2024,John Allen,sotojeremy@benson.biz,Programming,English,Online,594.82,18.45,23,79,2.9,420,India,Karnataka,Mysore,CD02-AI
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",1,24 weeks,24,ECE,Beginner,9,13-08-2023,22-03-2025,Jordan Hill,cathy56@williams-odom.com,Computer Science,English,Offline,494.09,18.27,24,73,3.4,449,India,Andhra Pradesh,Nellore,CD03-ML
